email_id,campaign_id,emails_sent,emails_opened,emails_clicked,unsubscribes
5419,5419,9013,2217,247,120
5420,5420,49788,18893,5026,419
5421,5421,6004,2532,701,79
5422,5422,7454,1417,280,179
5423,5423,33620,10153,1374,386
5424,5424,25666,10426,2188,617
5425,5425,40227,11607,1239,586
5426,5426,11060,2639,325,264
5427,5427,25235,9627,1499,418
5428,5428,10263,1652,109,77
5429,5429,31191,6583,1690,517
5430,5430,24701,6552,759,526
5431,5431,35836,16071,3827,610
5432,5432,48360,8141,605,626
5433,5433,15959,4931,1203,434
5434,5434,20431,8098,2106,359
5435,5435,22254,8049,1754,324
5436,5436,11616,3703,492,281
5437,5437,26849,9546,1438,233
5438,5438,30548,6286,1125,382
5439,5439,3994,1136,178,33
5440,5440,30184,10437,1506,307
5441,5441,32341,14025,3715,732
5442,5442,23168,4922,921,649
5443,5443,32187,8860,749,646
5444,5444,15279,6385,1007,268
5445,5445,32141,10677,1618,700
5446,5446,2979,1159,207,84
5447,5447,26780,8767,950,172
5448,5448,22928,8805,2151,263
5449,5449,23731,9171,2034,678
5450,5450,40582,15486,2610,789
5451,5451,49641,8694,2401,988
5452,5452,30450,8487,970,158
5453,5453,13573,4812,1128,207
5454,5454,4786,1775,310,129
5455,5455,33755,12259,1668,302
5456,5456,6044,1970,523,66
5457,5457,35535,8098,2115,601
5458,5458,27374,10261,847,635
5459,5459,12813,2151,202,366
5460,5460,10648,3137,240,73
5461,5461,31460,12553,2671,542
5462,5462,40763,7590,1312,634
5463,5463,4749,1822,162,128
5464,5464,25376,4674,547,477
5465,5465,38822,12269,712,364
5466,5466,7787,3119,900,40
5467,5467,39306,15995,1516,225
5468,5468,12808,4791,1431,379
5469,5469,37018,5707,1707,1009
5470,5470,13083,4625,541,336
5471,5471,4968,1374,77,33
5472,5472,31444,13051,3130,881
5473,5473,6268,1692,166,170
5474,5474,3578,1490,329,102
5475,5475,20084,6527,666,307
5476,5476,31070,6371,1778,447
5477,5477,15671,6359,1689,250
5478,5478,37909,8855,1424,1117
5479,5479,37386,5667,598,712
5480,5480,49590,13355,3771,570
5481,5481,11241,4657,949,228
5482,5482,37047,9169,2060,388
5483,5483,40630,8835,1462,363
5484,5484,33326,6800,1804,299
5485,5485,38525,7141,1049,527
5486,5486,4129,989,240,104
5487,5487,4899,919,144,75
5488,5488,26895,9245,2366,439
5489,5489,11892,3756,472,349
5490,5490,39542,11735,2415,817
5491,5491,25486,4001,923,449
5492,5492,36791,10318,2620,569
5493,5493,33450,14989,3573,875
5494,5494,2422,486,90,52
5495,5495,7768,2481,646,72
5496,5496,4044,807,196,111
5497,5497,20614,8547,936,119
5498,5498,17976,5620,1564,352
5499,5499,12360,5186,711,121
5500,5500,14519,2932,848,161
5501,5501,5406,876,221,149
5502,5502,22717,5752,1687,178
5503,5503,48801,10632,1429,644
5504,5504,48049,17051,994,1267
5505,5505,39069,11771,2219,742
5506,5506,46556,17924,3691,1111
5507,5507,17095,3552,321,448
5508,5508,26828,11421,2261,222
5509,5509,36219,5722,1093,851
5510,5510,43277,9484,773,1261
5511,5511,18659,7012,509,503
5512,5512,4770,1351,180,95
5513,5513,21516,9086,1843,438
5514,5514,4698,870,96,81
5515,5515,13981,2412,397,275
5516,5516,19209,3803,1051,280
5517,5517,40013,15303,1791,293
5518,5518,14313,6018,815,424
5519,5519,7408,2413,229,119
5520,5520,47071,10295,1754,508
5521,5521,27265,5137,800,784
5522,5522,32028,7864,1706,567
5523,5523,27125,6118,463,749
5524,5524,46955,7401,1518,376
5525,5525,15979,2523,486,143
5526,5526,49616,20531,5658,639
5527,5527,10006,2312,226,226
5528,5528,5115,1310,140,68
5529,5529,1650,404,47,37
5530,5530,10147,1827,383,126
5531,5531,44659,17970,3223,716
5532,5532,39750,11459,973,661
5533,5533,9313,2442,574,246
5534,5534,11048,4874,855,120
5535,5535,17670,5981,1308,397
5536,5536,36369,14088,2784,850
5537,5537,1486,357,66,25
5538,5538,29273,8717,1268,566
5539,5539,14695,6086,1456,289
5540,5540,37581,10485,773,1007
5541,5541,4746,948,158,88
5542,5542,19994,8757,1039,541
5543,5543,22859,7794,1920,319
5544,5544,35556,10991,2828,659
5545,5545,22013,7921,1803,373
5546,5546,27511,10634,579,486
5547,5547,27076,7978,1712,662
5548,5548,24751,5978,622,606
5549,5549,21898,8127,569,430
5550,5550,12060,3818,355,322
5551,5551,1565,589,107,21
5552,5552,44495,19139,2898,1064
5553,5553,20652,5868,1103,200
5554,5554,17511,7253,1534,127
5555,5555,12110,4697,523,143
5556,5556,19839,6366,596,104
5557,5557,1881,623,133,27
5558,5558,46457,13148,1099,695
5559,5559,18188,7740,2112,467
5560,5560,4448,1952,273,43
5561,5561,5374,1575,190,32
5562,5562,48000,10535,723,1124
5563,5563,6531,2106,234,157
5564,5564,36307,12190,1019,451
5565,5565,31387,5589,1606,331
5566,5566,1379,494,76,7
5567,5567,35660,6884,1180,211
5568,5568,27212,6375,495,602
5569,5569,28393,11336,722,834
5570,5570,9506,2540,265,172
5571,5571,24198,3704,715,259
5572,5572,12368,2596,404,199
5573,5573,28892,10046,2655,630
5574,5574,14473,6439,1748,356
5575,5575,8514,1308,371,173
5576,5576,19554,7113,2071,244
5577,5577,14110,5144,757,167
5578,5578,19855,3671,870,327
5579,5579,31403,9137,2500,567
5580,5580,32235,14032,3838,767
5581,5581,28655,11679,1192,323
5582,5582,20157,4112,1207,513
5583,5583,29086,11420,1922,769
5584,5584,7559,2293,367,226
5585,5585,33401,11219,2144,310
5586,5586,46700,9565,2587,568
5587,5587,15365,4357,508,179
5588,5588,33519,6719,787,526
5589,5589,22970,8931,1565,338
5590,5590,17746,5050,1213,93
5591,5591,24523,10109,2458,349
5592,5592,15771,4156,998,243
5593,5593,38212,6207,1378,356
5594,5594,34798,9749,2208,228
5595,5595,1792,795,40,24
5596,5596,33824,13946,2879,433
5597,5597,49622,21490,2011,732
5598,5598,19253,4242,1039,386
5599,5599,3130,1015,106,57
5600,5600,18160,6384,398,312
5601,5601,43437,14791,3464,536
5602,5602,30858,9305,2574,356
5603,5603,14911,4281,638,214
5604,5604,36535,13727,3580,1062
5605,5605,24029,9936,1133,368
5606,5606,31628,5990,1612,755
5607,5607,27485,8686,2191,800
5608,5608,5400,1405,174,120
5609,5609,35043,9175,1645,708
5610,5610,3199,1380,120,54
5611,5611,46598,9323,2431,245
5612,5612,34883,8456,509,570
5613,5613,37837,10046,1230,412
5614,5614,27994,10522,1653,376
5615,5615,3392,740,82,39
5616,5616,28840,9449,1052,163
5617,5617,32656,11213,2427,181
5618,5618,27512,8014,1986,759
5619,5619,36913,15869,1519,353
5620,5620,27890,11612,1960,540
5621,5621,19429,7438,1514,471
5622,5622,30630,9263,1637,405
5623,5623,33924,12822,2808,855
5624,5624,4059,1080,256,78
5625,5625,14392,3474,879,322
5626,5626,46455,15579,4080,1110
5627,5627,27201,4276,1115,679
5628,5628,42791,10560,585,931
5629,5629,20836,6694,567,165
5630,5630,30845,5169,1095,586
5631,5631,46885,17790,3313,705
5632,5632,48401,13689,2077,491
5633,5633,5010,1897,285,45
5634,5634,45313,18981,1019,443
5635,5635,39025,12659,3059,691
5636,5636,41351,7196,2150,1050
5637,5637,11468,3407,648,177
5638,5638,22158,9743,2361,538
5639,5639,16294,4710,774,453
5640,5640,1398,433,110,17
5641,5641,18197,3666,721,162
5642,5642,14516,5303,1049,321
5643,5643,44572,9820,2661,974
5644,5644,16558,7240,909,492
5645,5645,40420,14458,1131,564
5646,5646,38065,12681,1960,215
5647,5647,25928,8547,563,350
5648,5648,36298,10227,516,416
5649,5649,40797,12612,3653,480
5650,5650,37792,16013,3773,451
5651,5651,17079,6720,1507,419
5652,5652,46464,16424,3861,773
5653,5653,36309,6662,1118,962
5654,5654,1365,362,52,28
5655,5655,44471,9629,755,1204
5656,5656,35583,11527,2753,981
5657,5657,4395,794,168,49
5658,5658,39071,16656,3573,1075
5659,5659,43863,13303,1757,438
5660,5660,30410,11629,914,193
5661,5661,40261,17843,2731,501
5662,5662,30246,12520,1263,539
5663,5663,36351,5795,1217,968
5664,5664,5298,1516,228,96
5665,5665,40363,17507,3283,859
5666,5666,20397,8156,2125,268
5667,5667,2978,1036,56,25
5668,5668,34268,11922,3475,986
5669,5669,13048,4468,744,155
5670,5670,5932,1635,82,168
5671,5671,45919,8435,1686,1256
5672,5672,8220,1655,278,121
5673,5673,2019,640,116,52
5674,5674,16735,5647,926,349
5675,5675,12483,5595,869,272
5676,5676,18338,4294,449,459
5677,5677,26001,8816,846,294
5678,5678,35204,12467,3350,968
5679,5679,6323,1287,301,78
5680,5680,44379,19044,1631,401
5681,5681,25506,5470,1089,500
5682,5682,11237,4911,808,126
5683,5683,12969,4090,476,211
5684,5684,47151,7904,1600,1000
5685,5685,30416,4569,1277,375
5686,5686,25604,6285,1641,698
5687,5687,21207,3448,478,476
5688,5688,28847,6541,1559,648
5689,5689,29810,11534,2822,356
5690,5690,2066,911,244,53
5691,5691,18824,7569,2079,351
5692,5692,8789,2247,515,143
5693,5693,33663,7561,1076,958
5694,5694,27218,7439,2229,789
5695,5695,16127,4489,652,405
5696,5696,40604,15536,4544,616
5697,5697,39358,6773,969,502
5698,5698,32758,14424,3805,709
5699,5699,12415,2364,148,141
5700,5700,40638,12489,1200,1179
5701,5701,37941,12746,672,585
5702,5702,5762,2534,727,110
5703,5703,27750,5635,1539,400
5704,5704,39666,16763,4810,850
5705,5705,11113,3627,849,275
5706,5706,49104,15440,1603,1168
5707,5707,49156,14414,4225,929
5708,5708,31408,11402,1855,304
5709,5709,29431,4523,363,334
5710,5710,12315,2027,581,310
5711,5711,40846,16090,1189,408
5712,5712,35595,13305,3911,711
5713,5713,11142,4983,750,63
5714,5714,5358,1269,79,157
5715,5715,46770,13559,2030,1216
5716,5716,48472,18133,1211,1202
5717,5717,49574,17133,1828,289
5718,5718,19628,7249,1384,204
5719,5719,8746,1355,242,169
5720,5720,22063,4317,901,410
5721,5721,9676,1547,314,153
5722,5722,22445,8974,1309,201
5723,5723,44720,19316,1619,1239
5724,5724,22594,7598,1727,198
5725,5725,34986,7164,961,377
5726,5726,38370,16489,4919,602
5727,5727,7704,2594,298,212
5728,5728,27258,5111,1453,776
5729,5729,36730,15660,4615,214
5730,5730,25249,6834,566,128
5731,5731,32054,11144,1242,909
5732,5732,30397,10174,1549,863
5733,5733,29220,9396,2767,257
5734,5734,43705,18557,3906,1061
5735,5735,1440,349,86,18
5736,5736,17883,3329,302,190
5737,5737,5754,1996,340,117
5738,5738,27522,4928,310,474
5739,5739,13874,4754,324,412
5740,5740,23912,4032,623,572
5741,5741,44466,9062,555,994
5742,5742,41764,15588,3054,962
5743,5743,39717,8320,1423,407
5744,5744,3642,753,175,91
5745,5745,21349,4964,804,400
5746,5746,1005,385,66,5
5747,5747,36031,9901,813,383
5748,5748,5304,2264,614,118
5749,5749,31830,8723,602,761
5750,5750,5672,2188,453,166
5751,5751,46092,14620,3586,642
5752,5752,32674,11714,3400,299
5753,5753,36272,11894,827,500
5754,5754,13621,6013,356,345
5755,5755,37591,14601,2587,511
5756,5756,36691,13670,3174,924
5757,5757,22034,9222,1502,259
5758,5758,41576,11130,1574,833
5759,5759,8665,3696,228,149
5760,5760,31985,4823,584,629
5761,5761,1825,666,86,23
5762,5762,36361,8468,462,873
5763,5763,40597,17332,3951,354
5764,5764,6336,2479,138,64
5765,5765,26075,6990,629,742
5766,5766,48932,7925,1414,1364
5767,5767,36650,11596,2564,438
5768,5768,46440,17327,3725,852
5769,5769,1815,354,46,36
5770,5770,23147,4100,1128,279
5771,5771,29660,10760,1093,299
5772,5772,16514,4174,644,165
5773,5773,13443,4455,744,155
5774,5774,2354,708,125,14
5775,5775,29311,8682,1531,853
5776,5776,37594,11086,3239,748
5777,5777,3688,1636,374,73
5778,5778,41313,7345,1908,1055
5779,5779,42235,17557,2116,445
5780,5780,7021,1473,388,60
5781,5781,26545,6996,518,489
5782,5782,37277,9377,579,338
5783,5783,27171,6039,1295,211
5784,5784,44004,11924,1476,720
5785,5785,45809,16109,1445,249
5786,5786,15803,5217,874,81
5787,5787,32287,14063,1980,386
5788,5788,32473,11947,3460,208
5789,5789,35853,12680,2786,302
5790,5790,42980,17992,1259,1021
5791,5791,19957,5330,364,407
5792,5792,23213,8559,1661,360
5793,5793,32845,12848,3847,272
5794,5794,27702,5649,743,664
5795,5795,25636,10942,1540,753
5796,5796,10035,3760,257,184
5797,5797,2077,392,67,39
5798,5798,30387,4612,1276,544
5799,5799,4173,1039,263,61
5800,5800,3721,1000,109,95
5801,5801,25311,4130,961,687
5802,5802,6749,2322,365,175
5803,5803,41884,13130,1052,1109
5804,5804,39446,6435,512,359
5805,5805,49547,10958,626,699
5806,5806,2527,840,113,56
5807,5807,31151,11746,2256,697
5808,5808,25029,5490,428,531
5809,5809,13233,5832,352,272
5810,5810,35959,10036,835,1049
5811,5811,23860,10144,2910,676
5812,5812,44357,10934,2764,1310
5813,5813,39701,17291,1054,482
5814,5814,37492,16451,1980,454
5815,5815,22586,4913,356,427
5816,5816,42328,13473,3093,841
5817,5817,23797,8061,1469,287
5818,5818,19546,7400,1106,296
5819,5819,12001,3949,874,104
5820,5820,33330,11164,704,749
5821,5821,25896,3978,1163,393
5822,5822,28525,11470,1461,444
5823,5823,30336,4645,753,637
5824,5824,28629,12039,1824,236
5825,5825,24155,9418,618,425
5826,5826,2780,476,137,61
5827,5827,5446,1537,337,113
5828,5828,6909,1913,482,89
5829,5829,4536,1152,184,29
5830,5830,9450,1925,241,96
5831,5831,39714,9845,1580,462
5832,5832,47507,12475,1447,1122
5833,5833,15011,2688,679,335
5834,5834,31640,10284,1335,522
5835,5835,38530,16570,1159,812
5836,5836,35387,12072,2207,561
5837,5837,49732,21435,5613,751
5838,5838,15077,4205,618,121
5839,5839,16404,3419,446,331
5840,5840,18291,6185,1174,272
5841,5841,1453,381,63,35
5842,5842,16917,7581,1694,443
5843,5843,48909,8637,1004,1290
5844,5844,43099,7761,748,243
5845,5845,24585,6877,759,239
5846,5846,10414,3718,747,176
5847,5847,45735,8688,1662,1212
5848,5848,19946,4542,438,379
5849,5849,9740,2402,578,247
5850,5850,31158,8188,2168,664
5851,5851,17927,3578,602,195
5852,5852,47472,9391,2162,1266
5853,5853,43710,8401,707,968
5854,5854,2421,780,88,72
5855,5855,5276,1461,142,126
5856,5856,12481,3805,469,128
5857,5857,20459,6104,412,404
5858,5858,10787,4496,235,235
5859,5859,22718,8995,2388,300
5860,5860,18611,6644,542,274
5861,5861,30003,7413,1424,607
5862,5862,5550,1168,338,44
5863,5863,1247,455,67,15
5864,5864,17112,3662,324,416
5865,5865,29344,13142,3038,257
5866,5866,9407,2801,467,98
5867,5867,5943,1629,377,133
5868,5868,3213,1402,210,40
5869,5869,32335,5124,1284,164
5870,5870,37602,9718,1064,937
5871,5871,22958,7675,708,403
5872,5872,20938,3990,486,485
5873,5873,3463,1184,293,43
5874,5874,4515,856,148,24
5875,5875,43467,17845,3003,1041
5876,5876,34183,6840,1117,288
5877,5877,38301,16385,4267,602
5878,5878,11479,1769,106,260
5879,5879,13511,5288,1140,188
5880,5880,27446,11387,2833,786
5881,5881,48771,8354,1615,569
5882,5882,39994,11826,2324,304
5883,5883,15259,6779,1523,294
5884,5884,32745,12265,3184,743
5885,5885,40200,15552,1779,1119
5886,5886,34166,9504,1875,700
5887,5887,21643,8530,456,260
5888,5888,47019,18343,1868,1203
5889,5889,29607,7075,579,699
5890,5890,39697,9018,1309,328
5891,5891,11285,4125,810,320
5892,5892,35974,14090,967,959
5893,5893,7837,1950,238,221
5894,5894,15940,3593,183,108
5895,5895,45895,13085,3079,1362
5896,5896,11705,2238,219,231
5897,5897,35803,12923,1628,624
5898,5898,12313,4900,1383,111
5899,5899,27063,9865,2334,606
5900,5900,5208,2104,512,94
5901,5901,9438,1996,362,176
5902,5902,32659,5465,1171,957
5903,5903,20013,3406,614,292
5904,5904,6048,2698,269,139
5905,5905,38718,13269,1993,646
5906,5906,38680,12758,3739,1129
5907,5907,26651,4193,921,476
5908,5908,46003,13025,1528,1121
5909,5909,26350,5476,1202,290
5910,5910,1242,505,133,20
5911,5911,14194,3810,304,368
5912,5912,4889,1575,134,34
5913,5913,27265,5172,386,356
5914,5914,21883,8090,1788,331
5915,5915,19204,4784,1035,346
5916,5916,27122,6692,1592,378
5917,5917,33344,8523,2538,310
5918,5918,31818,8886,457,200
5919,5919,35326,10029,1807,891
5920,5920,35796,14560,1787,230
5921,5921,5672,1556,215,74
5922,5922,11086,2245,256,139
5923,5923,5503,2096,413,92
5924,5924,20405,3090,773,527
5925,5925,14211,4388,1220,425
5926,5926,2113,641,69,27
5927,5927,31798,13042,3032,518
5928,5928,17066,4649,285,350
5929,5929,18549,3638,374,390
5930,5930,4982,1006,250,66
5931,5931,4179,1304,305,44
5932,5932,40892,15663,1871,275
5933,5933,18636,6529,346,451
5934,5934,42810,7271,1467,852
5935,5935,38739,16010,1340,457
5936,5936,11017,3487,269,154
5937,5937,40937,9460,504,529
5938,5938,3768,1089,150,91
5939,5939,46305,13782,4092,1358
5940,5940,1928,620,108,40
5941,5941,15599,5021,1100,424
5942,5942,39304,15663,3764,240
5943,5943,44113,19620,986,1011
5944,5944,17447,4031,857,439
5945,5945,3902,1523,445,54
5946,5946,35763,11806,2841,475
5947,5947,19374,6454,1728,323
5948,5948,21458,4207,449,409
5949,5949,29837,10427,1749,546
5950,5950,31164,8064,1139,894
5951,5951,44011,10678,1904,688
5952,5952,18518,8296,1839,426
5953,5953,14203,2146,387,328
5954,5954,40739,10021,2107,1093
5955,5955,46634,14190,4035,356
5956,5956,28543,5644,1194,299
5957,5957,29138,4642,978,672
5958,5958,25690,9375,2242,234
5959,5959,28524,11455,1410,510
5960,5960,7465,3021,485,167
5961,5961,26162,7086,1848,270
5962,5962,43089,18288,1309,314
5963,5963,35709,15247,3804,259
5964,5964,36447,10941,1353,315
5965,5965,26000,10321,2636,496
5966,5966,28152,9483,1881,157
5967,5967,28551,12229,1331,471
5968,5968,10464,2260,380,170
5969,5969,33937,14720,835,298
5970,5970,12223,2669,586,236
5971,5971,3353,1215,302,98
5972,5972,21732,8631,2315,496
5973,5973,42136,14382,919,1146
5974,5974,19387,7618,2255,378
5975,5975,47089,10729,2218,759
5976,5976,33532,8188,823,607
5977,5977,36693,11456,2536,956
5978,5978,14771,4266,284,289
5979,5979,21998,6560,423,429
5980,5980,25221,7641,1544,575
5981,5981,26598,5327,1367,272
5982,5982,18273,5758,926,185
5983,5983,2497,1019,295,55
5984,5984,27122,4713,515,406
5985,5985,8128,1659,471,200
5986,5986,40493,6412,1682,949
5987,5987,36860,15243,2845,326
5988,5988,38163,13132,2429,804
5989,5989,43969,16938,1263,1062
5990,5990,2740,944,162,76
5991,5991,26429,9635,2528,525
5992,5992,8760,1437,282,91
5993,5993,10616,3469,298,199
5994,5994,16136,3504,968,286
5995,5995,29616,10318,2082,484
5996,5996,4029,897,115,62
5997,5997,22489,6478,1318,597
5998,5998,48815,19990,5979,477
5999,5999,24220,8650,461,415
6000,6000,16474,6127,1479,428
6001,6001,44135,18520,1935,576
6002,6002,23299,7913,1743,563
6003,6003,29834,10526,612,243
6004,6004,7135,2193,448,156
6005,6005,49440,10718,1269,1263
6006,6006,18262,2984,423,323
6007,6007,14712,2668,184,97
6008,6008,32679,14224,3027,736
6009,6009,10986,4733,1393,272
6010,6010,4225,885,162,68
6011,6011,22253,7528,1117,631
6012,6012,35984,11893,2805,704
6013,6013,29698,12280,1996,479
6014,6014,4502,1855,158,94
6015,6015,20828,8149,1685,290
6016,6016,34579,8215,1256,581
6017,6017,20231,3184,765,218
6018,6018,28738,10566,1656,357
6019,6019,2418,410,42,20
6020,6020,21925,6444,1543,386
6021,6021,14651,6015,834,419
6022,6022,24989,7144,1994,500
6023,6023,47091,16519,3562,510
6024,6024,34360,9210,1748,810
6025,6025,47574,7674,1467,343
6026,6026,37648,9806,2219,474
6027,6027,11726,5262,561,109
6028,6028,6929,1820,542,99
6029,6029,37044,9412,2209,683
6030,6030,39212,10973,1615,1124
6031,6031,14585,3499,870,381
6032,6032,47466,10745,1011,382
6033,6033,49693,16878,2349,600
6034,6034,6395,2727,468,150
6035,6035,40961,7556,498,207
6036,6036,1860,808,221,12
6037,6037,44542,7937,1517,302
6038,6038,19787,8258,617,488
6039,6039,20651,8287,1797,302
6040,6040,4838,1749,199,92
6041,6041,46481,13760,2235,262
6042,6042,9418,3083,708,76
6043,6043,27546,6516,1363,303
6044,6044,14191,5409,309,124
6045,6045,42577,10830,3067,244
6046,6046,48579,16698,2439,1237
6047,6047,8639,2741,266,124
6048,6048,31125,5818,1376,925
6049,6049,28122,7892,548,238
6050,6050,21542,8056,2246,257
6051,6051,3101,590,154,25
6052,6052,45567,16389,1721,926
6053,6053,36665,5935,1631,374
6054,6054,29686,13108,2469,809
6055,6055,32996,8493,1996,242
6056,6056,30644,10243,1350,640
6057,6057,19093,7527,602,235
6058,6058,41421,8253,918,1095
6059,6059,5106,1467,385,141
6060,6060,29461,12211,1038,743
6061,6061,4443,813,118,76
6062,6062,9404,2481,165,184
6063,6063,24376,9031,1902,666
6064,6064,42530,10651,2083,380
6065,6065,12973,3837,612,340
6066,6066,18216,7169,893,111
6067,6067,15177,6498,1898,424
6068,6068,36885,9111,2671,869
6069,6069,22923,5799,1346,675
6070,6070,18765,7202,2026,213
6071,6071,37000,9982,850,678
6072,6072,36123,7896,396,603
6073,6073,16807,7344,488,472
6074,6074,19087,5027,1180,135
6075,6075,45999,13554,2643,457
6076,6076,24435,4345,500,599
6077,6077,31014,9545,1590,793
6078,6078,15002,2536,681,78
6079,6079,1915,622,75,30
6080,6080,43639,12246,902,430
6081,6081,46768,14427,2070,294
6082,6082,7547,2769,509,219
6083,6083,6621,1612,315,86
6084,6084,5254,1182,187,96
6085,6085,12195,4138,1184,65
6086,6086,36946,6402,1050,226
6087,6087,45000,12222,2213,701
6088,6088,9445,2353,384,59
6089,6089,43094,13547,3514,369
6090,6090,29037,11515,2465,322
6091,6091,48283,8286,2365,457
6092,6092,49696,10379,1567,314
6093,6093,13795,2293,664,217
6094,6094,22970,10176,2267,307
6095,6095,46572,7249,954,1200
6096,6096,12023,2843,210,147
6097,6097,11053,1748,266,65
6098,6098,21646,3736,485,426
6099,6099,10284,1601,473,154
6100,6100,17374,3678,864,147
6101,6101,9892,4014,479,57
6102,6102,21939,4818,1418,181
6103,6103,44570,9040,1293,378
6104,6104,2804,501,108,57
6105,6105,4038,1635,128,41
6106,6106,36008,8714,922,270
6107,6107,15930,5456,768,285
6108,6108,8650,3364,301,201
6109,6109,17656,4425,1172,388
6110,6110,22840,4290,540,400
6111,6111,20556,7847,976,330
6112,6112,1326,267,52,20
6113,6113,13669,3147,743,317
6114,6114,39229,17073,1910,932
6115,6115,42723,14996,3093,1139
6116,6116,16892,3936,760,353
6117,6117,24627,5004,840,266
6118,6118,27526,11022,804,611
6119,6119,26142,11621,1755,662
6120,6120,37878,15307,1789,912
6121,6121,26564,11638,1657,296
6122,6122,42915,13014,2666,661
6123,6123,20670,3753,631,616
6124,6124,15363,3453,905,344
6125,6125,11436,2705,433,340
6126,6126,18746,8007,1188,431
6127,6127,44707,9835,1004,872
6128,6128,46180,16620,2525,1110
6129,6129,38787,12234,1648,436
6130,6130,19981,4211,1169,477
6131,6131,26444,7884,1561,329
6132,6132,23200,6784,604,381
6133,6133,43261,15545,2403,428
6134,6134,41979,13186,1399,494
6135,6135,44211,10433,1952,773
6136,6136,29125,6521,1267,446
6137,6137,7636,2046,377,94
6138,6138,31827,10409,1135,643
6139,6139,36807,14214,984,272
6140,6140,15719,5535,968,118
6141,6141,34768,12055,2696,250
6142,6142,17046,2675,673,287
6143,6143,25873,4338,966,630
6144,6144,1266,548,64,25
6145,6145,32586,14262,3935,178
6146,6146,10170,2705,321,103
6147,6147,9638,4276,1260,144
6148,6148,13875,4546,565,337
6149,6149,27008,5541,1166,701
6150,6150,38889,17400,3622,572
6151,6151,47041,11240,2671,476
6152,6152,13534,4457,735,320
6153,6153,39343,16058,3165,1081
6154,6154,1743,373,95,20
6155,6155,44577,7755,1682,425
6156,6156,28106,10139,1478,345
6157,6157,31157,5500,838,926
6158,6158,2676,731,199,28
6159,6159,22537,4872,378,171
6160,6160,26534,4835,664,645
6161,6161,2804,516,125,31
6162,6162,40428,9364,1837,971
6163,6163,6328,1318,142,185
6164,6164,15119,4427,958,390
6165,6165,44043,17178,4968,521
6166,6166,7579,1776,455,141
6167,6167,46308,10631,2467,1337
6168,6168,29453,8779,914,201
6169,6169,17452,7375,536,261
6170,6170,19541,6321,1438,421
6171,6171,6441,2457,152,82
6172,6172,11587,4844,289,211
6173,6173,28343,11506,3238,428
6174,6174,36670,16493,3908,249
6175,6175,41687,13784,1538,358
6176,6176,14144,3215,880,401
6177,6177,20815,6578,1789,622
6178,6178,14731,3620,248,96
6179,6179,32329,10333,2250,554
6180,6180,39776,7155,2004,578
6181,6181,6232,1540,262,164
6182,6182,6662,2579,203,179
6183,6183,47230,8469,1867,1329
6184,6184,2063,926,116,34
6185,6185,1282,254,71,24
6186,6186,43939,7754,566,365
6187,6187,35971,10352,2153,465
6188,6188,32757,14090,968,924
6189,6189,14967,6599,1115,265
6190,6190,33168,8761,2322,321
6191,6191,5702,1263,312,39
6192,6192,42756,12818,2610,332
6193,6193,25834,4821,937,314
6194,6194,17351,5941,473,209
6195,6195,4138,715,78,115
6196,6196,15273,3809,581,329
6197,6197,44377,9126,607,829
6198,6198,23570,5919,1773,221
6199,6199,43990,13155,1683,302
6200,6200,10104,3434,414,232
6201,6201,5260,2263,377,97
6202,6202,47188,15764,2839,1315
6203,6203,24520,6811,1369,433
6204,6204,40182,8690,561,571
6205,6205,39721,17760,3999,536
6206,6206,30584,7779,1679,460
6207,6207,24961,6470,1140,678
6208,6208,13073,3718,859,214
6209,6209,26540,7199,1728,372
6210,6210,25048,3951,575,130
6211,6211,2478,864,61,65
6212,6212,43854,18694,1454,463
6213,6213,25777,7804,2254,400
6214,6214,12798,2920,720,227
6215,6215,7724,3190,162,161
6216,6216,27991,7634,1525,610
6217,6217,7572,2239,412,39
6218,6218,27715,5558,974,215
6219,6219,24014,9871,2121,204
6220,6220,10360,3270,311,195
6221,6221,19606,3018,360,258
6222,6222,11193,3445,480,225
6223,6223,40026,9572,481,292
6224,6224,48598,18243,2134,978
6225,6225,8590,1876,511,64
6226,6226,8566,3690,504,49
6227,6227,21605,4499,1312,617
6228,6228,10543,2102,443,208
6229,6229,1501,581,92,11
6230,6230,46888,20199,2824,808
6231,6231,3682,1213,201,40
6232,6232,9364,4007,217,63
6233,6233,20667,3734,455,551
6234,6234,22589,5032,348,300
6235,6235,9273,3579,635,256
6236,6236,43977,10061,1684,670
6237,6237,30762,7270,1969,252
6238,6238,3386,685,144,73
6239,6239,40992,8894,1301,979
6240,6240,33618,14939,2835,765
6241,6241,2634,927,99,49
6242,6242,8563,2999,222,219
6243,6243,41669,15318,3518,469
6244,6244,16699,6622,997,323
6245,6245,21901,8635,1624,633
6246,6246,33308,12832,2541,421
6247,6247,2366,741,88,45
6248,6248,49271,7400,1145,1434
6249,6249,38122,13010,2893,533
6250,6250,11041,3377,845,173
6251,6251,25724,4373,271,341
6252,6252,31126,6915,1127,368
6253,6253,30101,12585,890,390
6254,6254,30108,8258,2325,465
6255,6255,37709,6438,1267,708
6256,6256,10175,2618,546,181
6257,6257,13743,4035,603,279
6258,6258,42952,14339,2142,503
6259,6259,31135,11898,2078,863
6260,6260,22175,8666,2191,405
6261,6261,45257,9289,2192,1245
6262,6262,12410,2652,472,299
6263,6263,18950,3297,749,240
6264,6264,48195,12014,1341,1292
